S_No,TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,IP_Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate
1602,TX001602,AC00095,10.92,2023-10-20 17:48:00,Debit,Jacksonville,D000383,88.55.149.101,M090,ATM,67,Retired,268,1.0,7567.2,2024-11-04 08:08:00
1660,TX001660,AC00456,53.79,2023-12-05 16:01:00,Credit,Philadelphia,D000199,101.223.82.253,M072,ATM,54,Engineer,137,2.93258857489891,6229.36,2024-11-04 08:07:00
2175,TX002175,AC00399,16.52,2023-01-04 17:00:00,Credit,Boston,D000269,165.35.58.173,M093,Online,25,Student,135,1.0,835.53,2024-11-04 08:07:00
2361,TX002361,AC00457,406.12,2023-08-03 17:32:00,Debit,Houston,D000109,181.223.246.123,M004,ATM,42,Doctor,106,1.0,10501.53,2024-11-04 08:11:00
2049,TX002049,AC00041,50.28,2023-02-02 16:20:00,Debit,Oklahoma City,D000544,196.244.194.198,M057,Branch,60,Engineer,65,1.0,5729.1,2024-11-04 08:06:00
1789,TX001789,AC00338,1173.43250801351,2023-07-24 17:46:00,Debit,Los Angeles,D000025,16.128.130.153,M078,ATM,65,Retired,173,1.0,3910.59,2024-11-04 08:08:00
562,TX000562,AC00301,119.89,2023-12-19 17:11:00,Debit,Tucson,D000013,166.79.195.157,M004,ATM,67,Doctor,60,1.0,6697.77,2024-11-04 08:09:00
225,TX000225,AC00198,506.24,2023-01-13 16:44:00,Debit,Chicago,D000315,136.104.90.223,M077,ATM,58,Engineer,64,1.0,230.09,2024-11-04 08:11:00
667,TX000667,AC00361,114.35,2023-11-27 16:16:00,Credit,El Paso,D000264,193.221.15.59,M025,Branch,41,Engineer,21,1.0,469.12,2024-11-04 08:10:00
571,TX000571,AC00424,262.22,2023-07-13 17:48:00,Credit,Baltimore,D000006,177.116.108.246,M080,ATM,40,Engineer,136,1.0,5711.71,2024-11-04 08:12:00
2292,TX002292,AC00054,52.44,2023-09-06 18:56:00,Debit,Raleigh,D000427,101.223.82.253,M046,Online,27,Student,87,1.0,3157.75,2024-11-04 08:09:00
255,TX000255,AC00430,227.39,2023-12-25 16:58:00,Debit,Atlanta,D000207,96.115.67.230,M010,Online,18,Student,65,1.0,751.09,2024-11-04 08:11:00
199,TX000199,AC00237,113.64,2023-10-24 17:09:00,Debit,Detroit,D000022,31.127.129.152,M038,Online,62,Retired,32,1.0,6675.03,2024-11-04 08:07:00
2360,TX002360,AC00071,717.36,2023-01-02 17:00:00,Credit,San Diego,D000035,51.196.87.214,M020,Online,22,Student,138,1.0,514.88,2024-11-04 08:09:00
1443,TX001443,AC00266,452.8,2023-11-24 16:45:00,Debit,Los Angeles,D000527,211.45.75.44,M034,Branch,80,Retired,151,1.0,4840.67,2024-11-04 08:07:00
209,TX000209,AC00453,521.15,2023-02-17 18:16:00,Debit,Kansas City,D000108,166.7.230.111,M084,ATM,54,Doctor,214,1.0,9442.47,2024-11-04 08:07:00
135,TX000135,AC00349,381.33,2023-08-21 16:46:00,Debit,Albuquerque,D000635,62.251.170.72,M034,ATM,56,Doctor,75,1.0,11835.35,2024-11-04 08:09:00
215,TX000215,AC00130,386.81,2023-03-03 18:02:00,Credit,Detroit,D000248,34.169.232.37,M039,Online,57,Doctor,149,1.0,7175.29,2024-11-04 08:10:00
1324,TX001324,AC00329,247.58,2023-05-29 18:40:00,Debit,San Antonio,D000112,32.240.176.64,M068,ATM,39,Engineer,152,1.0,778.74,2024-11-04 08:07:00
448,TX000448,AC00072,73.28,2023-03-10 17:33:00,Debit,Boston,D000137,206.84.69.39,M096,Branch,21,Student,21,1.0,1329.41,2024-11-04 08:10:00
1230,TX001230,AC00229,17.21,2023-12-25 17:18:00,Debit,Omaha,D000618,119.43.28.203,M004,Online,23,Student,219,1.0,914.16,2024-11-04 08:06:00
151,TX000151,AC00072,69.4,2023-07-24 18:08:00,Debit,Virginia Beach,D000413,216.151.64.40,M073,Online,80,Retired,113,1.0,6452.77,2024-11-04 08:09:00
93,TX000093,AC00149,230.66,2023-03-27 18:16:00,Debit,Houston,D000526,60.43.160.195,M049,Branch,21,Student,135,1.0,618.05,2024-11-04 08:10:00
753,TX000753,AC00390,142.58,2023-06-19 16:20:00,Debit,San Antonio,D000647,139.23.212.102,M048,ATM,33,Engineer,145,1.0,7844.23,2024-11-04 08:06:00
524,TX000524,AC00043,320.14,2023-01-31 16:58:00,Debit,Milwaukee,D000141,83.182.211.68,M021,Online,60,Retired,96,1.0,3075.97,2024-11-04 08:07:00
318,TX000318,AC00310,350.94,2023-10-30 17:17:00,Debit,Colorado Springs,D000154,100.137.90.188,M013,ATM,20,Student,64,1.0,221.56,2024-11-04 08:10:00
1492,TX001492,AC00375,506.26,2023-12-18 18:26:00,Credit,Baltimore,D000670,200.136.146.93,M014,ATM,64,Retired,86,1.0,6266.65,2024-11-04 08:11:00
1520,TX001520,AC00495,94.09,2023-09-12 16:32:00,Debit,Miami,D000429,116.237.223.50,M042,Branch,27,Student,203,1.0,646.85,2024-11-04 08:10:00
313,TX000313,AC00219,100.66,2023-06-16 18:58:00,Debit,Dallas,D000511,86.220.59.252,M024,Branch,50,Doctor,144,1.0,14473.33,2024-11-04 08:11:00
2060,TX002060,AC00267,796.3,2023-03-22 16:03:00,Debit,Austin,D000225,93.160.83.196,M062,Branch,67,Retired,64,1.0,1498.79,2024-11-04 08:08:00
855,TX000855,AC00302,50.63,2023-05-24 16:21:00,Debit,Columbus,D000314,9.230.41.239,M045,Online,64,Retired,143,1.0,4732.81,2024-11-04 08:12:00
2462,TX002462,AC00320,337.99,2023-03-02 16:41:00,Debit,Colorado Springs,D000420,113.115.81.178,M069,ATM,70,Doctor,115,1.0,9038.63,2024-11-04 08:06:00
1144,TX001144,AC00258,189.03,2023-04-20 17:54:00,Debit,Oklahoma City,D000074,41.82.55.163,M046,ATM,28,Student,50,1.0,1916.46,2024-11-04 08:09:00
1205,TX001205,AC00411,359.42,2023-05-29 16:17:00,Debit,Baltimore,D000567,23.163.145.195,M089,Branch,55,Doctor,30,1.0,1765.45,2024-11-04 08:06:00
867,TX000867,AC00263,98.71,2023-09-18 17:41:00,Debit,Fort Worth,D000276,79.227.202.117,M070,ATM,32,Doctor,117,1.0,10095.23,2024-11-04 08:07:00
1503,TX001503,AC00341,33.63,2023-11-03 16:50:00,Debit,Columbus,D000556,141.241.241.128,M024,Online,63,Retired,76,1.0,4324.4,2024-11-04 08:10:00
2231,TX002231,AC00040,228.4,2023-01-05 16:22:00,Debit,Omaha,D000315,149.46.124.220,M060,ATM,67,Doctor,116,1.0,9598.43,2024-11-04 08:09:00
1420,TX001420,AC00090,109.48,2023-06-26 17:38:00,Debit,Baltimore,D000122,17.36.132.202,M008,Online,61,Retired,93,1.0,7372.47,2024-11-04 08:07:00
1732,TX001732,AC00333,1.93,2023-10-19 18:06:00,Debit,Chicago,D000297,162.58.247.55,M030,Branch,47,Doctor,175,2.93258857489891,5684.09,2024-11-04 08:08:00
605,TX000605,AC00398,175.07,2023-09-04 17:46:00,Debit,Colorado Springs,D000379,147.125.143.41,M091,Branch,26,Student,169,1.0,1040.25,2024-11-04 08:08:00
547,TX000547,AC00005,420.28,2023-05-17 17:28:00,Debit,Washington,D000677,110.150.1.201,M002,Branch,35,Doctor,144,1.0,8557.32,2024-11-04 08:09:00
421,TX000421,AC00318,946.94,2023-12-11 17:19:00,Debit,Charlotte,D000019,30.92.249.132,M018,Branch,53,Retired,251,1.0,5579.11,2024-11-04 08:07:00
837,TX000837,AC00348,474.05,2023-08-10 18:30:00,Debit,San Jose,D000643,24.129.74.189,M031,ATM,57,Retired,214,1.0,1484.31,2024-11-04 08:10:00
2213,TX002213,AC00228,21.21,2023-12-04 16:20:00,Debit,Nashville,D000338,105.87.212.115,M063,Online,55,Engineer,37,1.0,9575.42,2024-11-04 08:07:00
442,TX000442,AC00351,92.29,2023-02-15 16:17:00,Debit,Albuquerque,D000264,210.136.14.108,M015,Branch,54,Engineer,115,1.0,2026.32,2024-11-04 08:11:00
238,TX000238,AC00225,368.91,2023-03-10 17:49:00,Debit,Virginia Beach,D000221,218.238.171.184,M082,Branch,54,Doctor,14,1.0,829.71,2024-11-04 08:10:00
1750,TX001750,AC00356,42.09,2023-01-20 18:31:00,Debit,Denver,D000332,41.110.46.150,M046,Branch,29,Engineer,118,1.0,5526.28,2024-11-04 08:06:00
2253,TX002253,AC00478,236.57,2023-09-01 17:51:00,Debit,Sacramento,D000656,173.135.78.201,M023,ATM,79,Retired,112,1.0,3488.77,2024-11-04 08:06:00
545,TX000545,AC00145,377.12,2023-08-14 17:12:00,Debit,Houston,D000321,112.56.160.202,M049,ATM,34,Engineer,61,1.0,836.67,2024-11-04 08:11:00
2305,TX002305,AC00494,1142.76,2023-03-15 17:10:00,Credit,Houston,D000027,145.246.171.225,M058,Online,25,Student,71,1.0,1498.93,2024-11-04 08:10:00
521,TX000521,AC00098,137.57,2023-12-11 17:26:00,Debit,Louisville,D000218,40.10.25.102,M067,Online,54,Engineer,70,1.0,5103.67,2024-11-04 08:11:00
1632,TX001632,AC00380,17.1,2023-12-25 16:56:00,Debit,Albuquerque,D000415,209.214.250.164,M019,ATM,53,Retired,101,1.0,1619.54,2024-11-04 08:11:00
1559,TX001559,AC00480,659.15,2023-01-31 16:02:00,Debit,Boston,D000202,78.69.172.205,M014,ATM,22,Student,204,1.0,1241.59,2024-11-04 08:06:00
765,TX000765,AC00329,542.72,2023-09-04 18:37:00,Credit,Indianapolis,D000573,34.86.220.205,M100,Branch,43,Doctor,92,1.0,6011.8,2024-11-04 08:08:00
360,TX000360,AC00165,626.9,2023-10-10 16:42:00,Debit,Chicago,D000686,59.12.96.11,M017,ATM,23,Student,146,1.0,587.11,2024-11-04 08:11:00
25,TX000025,AC00241,145.54,2023-03-02 16:43:00,Debit,Raleigh,D000036,119.186.154.104,M028,Online,21,Student,96,1.0,1930.96,2024-11-04 08:07:00
233,TX000233,AC00299,217.5,2023-10-23 18:54:00,Credit,Denver,D000485,101.90.40.193,M043,Branch,46,Engineer,35,1.0,3057.4,2024-11-04 08:06:00
235,TX000235,AC00430,5.25,2023-11-13 18:26:00,Debit,San Jose,D000571,93.170.203.44,M010,ATM,39,Doctor,49,1.0,14143.32,2024-11-04 08:12:00
2226,TX002226,AC00448,57.91,2023-11-28 16:45:00,Credit,Sacramento,D000391,73.156.208.26,M079,Branch,58,Engineer,97,1.0,3641.06,2024-11-04 08:07:00
58,TX000058,AC00456,292.56,2023-03-03 17:37:00,Credit,Dallas,D000311,198.73.211.114,M075,Branch,68,Retired,61,1.0,4638.37,2024-11-04 08:07:00
440,TX000440,AC00420,232.79,2023-09-20 17:36:00,Credit,Indianapolis,D000160,6.234.101.35,M019,Branch,55,Retired,145,1.0,2661.3,2024-11-04 08:11:00
2327,TX002327,AC00146,35.98,2023-08-17 16:14:00,Credit,Nashville,D000662,216.31.34.238,M004,Branch,40,Doctor,133,1.0,11147.34,2024-11-04 08:06:00
646,TX000646,AC00139,50.83,2023-12-18 16:06:00,Credit,Philadelphia,D000421,190.164.160.79,M076,Online,30,Doctor,48,1.0,9553.42,2024-11-04 08:10:00
2201,TX002201,AC00219,68.68,2023-09-18 16:15:00,Debit,Sacramento,D000362,195.226.203.234,M094,Online,49,Engineer,141,1.0,4718.51,2024-11-04 08:06:00
1920,TX001920,AC00030,76.89,2023-05-10 17:49:00,Debit,Chicago,D000671,199.103.32.145,M011,ATM,55,Doctor,132,1.0,7374.26,2024-11-04 08:10:00
438,TX000438,AC00080,165.25,2023-11-24 17:11:00,Debit,Sacramento,D000124,70.130.169.235,M025,Online,35,Doctor,106,1.0,9939.94,2024-11-04 08:11:00
2355,TX002355,AC00282,959.48,2023-01-10 16:28:00,Debit,Miami,D000120,90.111.245.138,M004,Branch,67,Doctor,36,1.0,10631.43,2024-11-04 08:07:00
2141,TX002141,AC00394,519.62,2023-11-23 17:42:00,Credit,Washington,D000046,51.250.46.149,M026,Online,71,Retired,40,1.0,4159.33,2024-11-04 08:06:00
1850,TX001850,AC00201,14.26,2023-11-27 17:04:00,Debit,Virginia Beach,D000122,62.152.134.92,M094,Branch,50,Engineer,37,1.0,2475.65,2024-11-04 08:09:00
268,TX000268,AC00424,535.91,2023-07-07 16:38:00,Debit,Las Vegas,D000583,104.80.232.55,M097,Online,43,Engineer,22,1.0,9642.12,2024-11-04 08:10:00
6,TX000006,AC00393,92.15,2023-04-03 17:15:00,Debit,Oklahoma City,D000579,117.67.192.211,M054,ATM,18,Student,172,1.0,781.68,2024-11-04 08:06:00
2490,TX002490,AC00116,408.62,2023-05-22 17:41:00,Credit,Fort Worth,D000684,58.1.27.124,M021,Online,48,Engineer,159,1.0,2498.48,2024-11-04 08:07:00
1064,TX001064,AC00025,65.26,2023-12-08 17:05:00,Debit,Sacramento,D000489,77.208.193.198,M026,Branch,26,Student,72,1.0,7380.63,2024-11-04 08:10:00
2008,TX002008,AC00352,325.98,2023-07-20 16:58:00,Debit,Washington,D000232,141.241.241.128,M086,ATM,19,Student,277,1.0,782.35,2024-11-04 08:08:00
392,TX000392,AC00116,133.73,2023-05-16 16:21:00,Credit,San Jose,D000664,83.80.89.29,M001,Online,25,Student,123,1.0,1872.22,2024-11-04 08:09:00
2255,TX002255,AC00085,14.28,2023-09-15 17:03:00,Debit,Phoenix,D000429,200.136.146.93,M059,ATM,23,Student,81,1.0,1597.51,2024-11-04 08:07:00
51,TX000051,AC00159,425.34,2023-02-13 16:59:00,Credit,Kansas City,D000661,139.23.212.102,M040,Online,69,Retired,121,1.0,3907.54,2024-11-04 08:07:00
2233,TX002233,AC00231,284.89,2023-12-18 17:53:00,Debit,Atlanta,D000039,43.98.242.106,M042,Online,53,Doctor,115,1.0,9738.6,2024-11-04 08:06:00
1111,TX001111,AC00345,390.77,2023-10-30 16:02:00,Debit,Portland,D000548,180.224.54.115,M045,Online,44,Doctor,34,1.0,5500.56,2024-11-04 08:09:00
2344,TX002344,AC00448,27.61,2023-03-10 16:28:00,Credit,Fort Worth,D000463,116.43.88.219,M015,ATM,54,Retired,26,1.0,3679.64,2024-11-04 08:09:00
1104,TX001104,AC00189,350.72,2023-08-02 16:37:00,Credit,Fresno,D000679,46.150.175.171,M035,ATM,28,Student,48,1.0,1982.9,2024-11-04 08:07:00
391,TX000391,AC00251,426.93,2023-12-25 17:05:00,Debit,Omaha,D000129,3.70.1.133,M054,ATM,19,Student,248,1.0,476.19,2024-11-04 08:09:00
1790,TX001790,AC00374,138.68,2023-06-14 16:06:00,Credit,Colorado Springs,D000261,49.29.37.185,M002,Branch,22,Student,44,1.0,206.2,2024-11-04 08:08:00
155,TX000155,AC00087,376.26,2023-02-15 16:41:00,Debit,Tucson,D000481,82.88.241.226,M081,ATM,37,Engineer,245,1.0,9062.4,2024-11-04 08:09:00
1992,TX001992,AC00329,259.49,2023-06-09 16:31:00,Debit,Austin,D000433,162.151.179.167,M045,Online,72,Retired,292,1.0,7320.61,2024-11-04 08:07:00
2436,TX002436,AC00033,305.92,2023-12-06 16:42:00,Debit,El Paso,D000128,136.172.149.77,M057,ATM,72,Retired,88,1.0,1445.47,2024-11-04 08:08:00
1430,TX001430,AC00257,83.43,2023-05-30 16:28:00,Debit,New York,D000627,23.255.214.209,M012,Online,56,Retired,109,1.0,1870.16,2024-11-04 08:11:00
549,TX000549,AC00041,124.59,2023-05-05 17:32:00,Debit,Charlotte,D000037,85.239.236.80,M025,Branch,27,Student,171,1.0,129.29,2024-11-04 08:09:00
679,TX000679,AC00136,642.68,2023-02-17 16:57:00,Debit,Fresno,D000269,56.116.189.0,M034,Branch,50,Doctor,94,1.0,8461.46,2024-11-04 08:08:00
2088,TX002088,AC00449,98.24,2023-04-10 17:58:00,Debit,Mesa,D000005,193.190.29.63,M031,Online,28,Student,148,1.0,580.66,2024-11-04 08:08:00
1940,TX001940,AC00363,533.61,2023-12-20 16:17:00,Debit,Mesa,D000324,66.255.7.16,M043,Online,48,Engineer,115,1.0,3656.93,2024-11-04 08:11:00
1753,TX001753,AC00122,303.43,2023-06-06 17:32:00,Debit,Virginia Beach,D000166,200.136.146.93,M029,Branch,22,Student,30,1.0,1833.24,2024-11-04 08:08:00
1091,TX001091,AC00286,7.79,2023-06-16 17:33:00,Debit,Los Angeles,D000214,221.105.243.251,M097,Branch,34,Doctor,298,1.0,1319.85,2024-11-04 08:09:00
686,TX000686,AC00071,119.3,2023-08-28 16:08:00,Debit,Mesa,D000597,90.111.245.138,M058,Branch,34,Engineer,22,2.93258857489891,319.04,2024-11-04 08:08:00
10,TX000010,AC00385,815.96,2023-03-31 16:06:00,Debit,Nashville,D000199,32.169.88.41,M007,ATM,55,Doctor,120,1.0,1021.88,2024-11-04 08:06:00
1448,TX001448,AC00080,991.82,2023-12-04 16:16:00,Debit,Milwaukee,D000496,62.152.134.92,M042,Online,43,Engineer,300,1.0,3493.13,2024-11-04 08:10:00
446,TX000446,AC00480,50.17,2023-09-18 16:57:00,Credit,Sacramento,D000549,25.188.196.47,M039,ATM,77,Retired,35,1.0,7752.14,2024-11-04 08:10:00
2453,TX002453,AC00242,66.76,2023-04-24 18:29:00,Credit,Austin,D000670,97.106.5.76,M004,Branch,36,Doctor,44,1.0,184.72,2024-11-04 08:10:00
808,TX000808,AC00316,668.67,2023-11-07 17:38:00,Debit,Detroit,D000682,184.59.28.72,M019,Online,44,Doctor,143,2.93258857489891,13446.81,2024-11-04 08:06:00
27,TX000027,AC00441,246.93,2023-04-17 16:37:00,Debit,Miami,D000046,55.154.161.250,M029,ATM,23,Student,158,2.93258857489891,673.35,2024-11-04 08:11:00
949,TX000949,AC00130,273.92,2023-07-04 17:50:00,Debit,Portland,D000646,116.43.88.219,M053,Branch,79,Retired,109,1.0,4543.56,2024-11-04 08:11:00
1572,TX001572,AC00247,101.28,2023-08-23 18:19:00,Credit,Chicago,D000506,81.222.37.186,M023,Online,32,Engineer,75,1.0,2774.35,2024-11-04 08:06:00
734,TX000734,AC00046,98.87,2023-01-03 17:51:00,Debit,Detroit,D000058,219.31.152.129,M060,Online,20,Student,179,1.0,533.2,2024-11-04 08:06:00
721,TX000721,AC00102,237.86,2023-02-06 17:48:00,Debit,Philadelphia,D000274,135.73.131.111,M044,ATM,18,Student,210,1.0,475.63,2024-11-04 08:10:00
1017,TX001017,AC00174,213.55,2023-03-30 16:00:00,Debit,Boston,D000680,161.25.82.11,M077,ATM,63,Doctor,15,1.0,5238.37,2024-11-04 08:07:00
882,TX000882,AC00225,220.8,2023-09-06 18:43:00,Debit,Indianapolis,D000532,10.223.224.50,M021,Online,31,Engineer,28,1.0,8135.31,2024-11-04 08:10:00
1155,TX001155,AC00445,77.02,2023-08-17 16:18:00,Credit,Miami,D000560,195.237.152.198,M053,Online,59,Doctor,132,1.0,800.83,2024-11-04 08:07:00
628,TX000628,AC00403,22.81,2023-05-29 17:53:00,Debit,New York,D000065,81.102.230.41,M083,Online,62,Retired,75,1.0,3634.76,2024-11-04 08:07:00
1892,TX001892,AC00451,406.33,2023-10-02 16:41:00,Credit,Miami,D000285,150.83.4.238,M066,Branch,59,Engineer,103,1.0,4298.34,2024-11-04 08:07:00
534,TX000534,AC00437,498.67,2023-12-05 16:19:00,Debit,Miami,D000690,89.6.100.149,M036,Online,28,Student,244,1.0,1719.97,2024-11-04 08:08:00
1190,TX001190,AC00437,7.95,2023-01-09 16:45:00,Debit,Phoenix,D000147,101.120.142.50,M087,ATM,79,Retired,65,1.0,5631.2,2024-11-04 08:10:00
315,TX000315,AC00371,321.15,2023-02-10 17:06:00,Debit,Los Angeles,D000151,200.164.13.160,M037,Branch,46,Doctor,179,1.0,7005.05,2024-11-04 08:06:00
1528,TX001528,AC00222,64.3,2023-09-04 17:36:00,Debit,Louisville,D000084,219.98.242.240,M015,ATM,55,Retired,67,1.0,7530.3,2024-11-04 08:11:00
340,TX000340,AC00299,23.71,2023-09-18 16:04:00,Debit,Atlanta,D000284,2.61.10.58,M005,Branch,58,Doctor,164,1.0,10788.89,2024-11-04 08:09:00
2007,TX002007,AC00227,28.04,2023-02-15 16:37:00,Debit,Los Angeles,D000101,114.223.129.47,M008,ATM,57,Doctor,146,2.93258857489891,11197.54,2024-11-04 08:12:00
1854,TX001854,AC00086,201.5,2023-07-14 18:11:00,Credit,Dallas,D000059,193.83.0.183,M066,Online,61,Doctor,196,1.0,12148.32,2024-11-04 08:08:00
1376,TX001376,AC00042,221.49,2023-09-13 18:11:00,Credit,Oklahoma City,D000203,76.0.164.168,M052,Branch,23,Student,196,1.0,707.25,2024-11-04 08:11:00
1942,TX001942,AC00360,361.22,2023-04-17 17:58:00,Debit,Raleigh,D000338,173.135.78.201,M028,ATM,64,Retired,167,1.0,7061.73,2024-11-04 08:10:00
550,TX000550,AC00257,73.88,2023-01-02 16:27:00,Debit,Charlotte,D000611,142.148.226.178,M015,Online,39,Doctor,34,1.0,6474.41,2024-11-04 08:09:00
1067,TX001067,AC00458,88.38,2023-01-17 16:10:00,Debit,Virginia Beach,D000100,19.20.13.234,M026,ATM,30,Engineer,138,1.0,3707.82,2024-11-04 08:08:00
1930,TX001930,AC00269,114.03,2023-11-24 16:30:00,Debit,Portland,D000010,10.191.172.154,M081,ATM,51,Doctor,172,1.0,13388.56,2024-11-04 08:11:00
2089,TX002089,AC00213,100.48,2023-02-17 16:53:00,Credit,Milwaukee,D000139,136.172.149.77,M100,Branch,18,Student,104,1.0,6149.81,2024-11-04 08:12:00
2363,TX002363,AC00003,416.62,2023-03-06 17:26:00,Credit,Baltimore,D000495,161.195.172.148,M091,Online,26,Student,67,1.0,9700.9,2024-11-04 08:11:00
610,TX000610,AC00479,56.12,2023-09-13 18:49:00,Debit,El Paso,D000431,11.167.243.171,M049,ATM,30,Doctor,102,1.0,8839.67,2024-11-04 08:09:00
277,TX000277,AC00403,167.14,2023-04-24 18:33:00,Debit,Denver,D000231,125.89.163.224,M049,Online,76,Retired,20,1.0,3877.73,2024-11-04 08:06:00
368,TX000368,AC00087,43.85,2023-03-13 16:25:00,Debit,Fresno,D000092,117.67.192.211,M013,ATM,62,Retired,122,1.0,4356.98,2024-11-04 08:07:00
2432,TX002432,AC00373,57.49,2023-11-16 18:09:00,Credit,Detroit,D000533,60.166.231.236,M014,Online,24,Student,177,1.0,765.15,2024-11-04 08:11:00
145,TX000145,AC00397,113.02,2023-09-25 16:54:00,Credit,Jacksonville,D000369,33.212.169.157,M019,Branch,69,Retired,166,1.0,6077.96,2024-11-04 08:07:00
433,TX000433,AC00285,100.52,2023-01-30 17:28:00,Debit,Las Vegas,D000140,113.115.81.178,M038,ATM,50,Engineer,110,1.0,453.39,2024-11-04 08:11:00
1404,TX001404,AC00069,279.3,2023-06-22 17:28:00,Debit,Oklahoma City,D000674,77.21.150.75,M079,ATM,19,Student,48,1.0,1193.61,2024-11-04 08:07:00
2109,TX002109,AC00452,243.8,2023-01-03 16:42:00,Debit,San Francisco,D000550,64.15.0.66,M016,Branch,57,Doctor,48,1.0,13732.81,2024-11-04 08:10:00
1096,TX001096,AC00196,21.57,2023-10-26 16:11:00,Debit,San Francisco,D000655,136.105.231.135,M071,ATM,54,Retired,71,1.0,7587.48,2024-11-04 08:09:00
20,TX000020,AC00285,71.48,2023-06-08 18:18:00,Credit,Columbus,D000039,120.170.93.69,M039,Online,18,Student,169,1.0,6568.59,2024-11-04 08:09:00
296,TX000296,AC00272,20.54,2023-08-21 18:09:00,Debit,Fort Worth,D000348,171.101.134.74,M055,Branch,51,Engineer,72,1.0,5327.03,2024-11-04 08:07:00
1517,TX001517,AC00040,965.66,2023-12-18 17:22:00,Debit,Raleigh,D000244,81.102.230.41,M009,ATM,53,Engineer,32,1.0,765.81,2024-11-04 08:08:00
1830,TX001830,AC00020,91.77,2023-03-15 17:39:00,Debit,Omaha,D000504,93.160.83.196,M042,Branch,51,Doctor,174,1.0,9240.73,2024-11-04 08:07:00
2011,TX002011,AC00065,198.01,2023-04-24 17:46:00,Credit,Austin,D000145,83.80.89.29,M005,Branch,26,Student,40,1.0,250.93,2024-11-04 08:10:00
624,TX000624,AC00290,342.17,2023-12-14 16:09:00,Credit,New York,D000532,91.204.200.167,M033,Branch,21,Student,247,1.0,461.83,2024-11-04 08:08:00
1781,TX001781,AC00183,637.34,2023-09-01 16:19:00,Debit,Indianapolis,D000304,150.83.4.238,M018,ATM,51,Retired,278,1.0,5183.5,2024-11-04 08:09:00
83,TX000083,AC00236,922.55,2023-01-23 16:32:00,Debit,Detroit,D000206,21.97.154.92,M004,ATM,63,Retired,87,1.0,4715.84,2024-11-04 08:11:00
2058,TX002058,AC00476,506.81,2023-12-20 16:17:00,Debit,Milwaukee,D000650,138.220.61.84,M091,ATM,59,Engineer,41,1.0,2757.23,2024-11-04 08:08:00
1406,TX001406,AC00006,611.15,2023-08-11 17:12:00,Debit,Detroit,D000044,51.250.46.149,M009,ATM,27,Student,121,1.0,892.83,2024-11-04 08:09:00
1657,TX001657,AC00185,172.68,2023-02-20 16:07:00,Debit,Baltimore,D000371,81.67.222.238,M031,ATM,33,Doctor,17,1.0,10724.95,2024-11-04 08:07:00
2298,TX002298,AC00219,111.41,2023-12-27 17:18:00,Debit,Chicago,D000162,18.72.115.111,M079,Branch,21,Student,181,1.0,1204.11,2024-11-04 08:10:00
1902,TX001902,AC00384,179.0,2023-09-06 16:01:00,Debit,Houston,D000583,49.10.93.200,M053,ATM,78,Retired,121,1.0,7310.88,2024-11-04 08:10:00
556,TX000556,AC00433,1173.43250801351,2023-05-15 16:52:00,Debit,Austin,D000388,62.251.170.72,M070,Branch,19,Student,68,1.0,1830.98,2024-11-04 08:07:00
864,TX000864,AC00086,1137.63,2023-02-14 16:55:00,Debit,Baltimore,D000494,213.207.62.176,M074,ATM,26,Student,144,1.0,1629.12,2024-11-04 08:08:00
538,TX000538,AC00311,629.82,2023-07-17 16:22:00,Debit,Colorado Springs,D000198,17.87.7.140,M056,ATM,68,Retired,159,1.0,6385.69,2024-11-04 08:11:00
1149,TX001149,AC00352,349.34,2023-01-09 16:53:00,Credit,Indianapolis,D000402,199.59.68.207,M047,ATM,28,Student,245,1.0,614.14,2024-11-04 08:10:00
597,TX000597,AC00039,138.06,2023-07-25 17:21:00,Debit,Charlotte,D000188,113.21.93.28,M099,Branch,44,Engineer,159,1.0,1070.47,2024-11-04 08:06:00
931,TX000931,AC00160,757.1,2023-01-23 17:22:00,Debit,Atlanta,D000667,14.200.197.126,M071,Branch,65,Doctor,203,1.0,10553.23,2024-11-04 08:11:00
1962,TX001962,AC00276,418.03,2023-09-04 17:46:00,Debit,Austin,D000391,47.167.178.158,M051,Online,58,Doctor,161,1.0,10721.29,2024-11-04 08:08:00
1045,TX001045,AC00318,109.3,2023-08-02 16:52:00,Debit,Fort Worth,D000006,93.146.251.20,M020,Branch,56,Doctor,27,1.0,13510.11,2024-11-04 08:06:00
